학교명,지역,학교 학생 수,동질화 지수(H_m),P_special,I_SCU,H_path,H_job,H_ppc,1위 업종,R_net,,,
경명여자고등학교,북구,581,0.782898217,1.032702,0.966276,0.432973,0.3493,0.4321,,0.6116852985,0.6623536513,0.6623536513,0.6534051626
대륜중학교,수성구,843,0.7825170731,0.237248,0.978881,0.685107,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7410487108,0.8063819849,0.9016372602
송현여자고등학교,달서구,710,0.7822696342,0,0.973726,0.502767,0.3515,0.4321,,0.1883910387,0.683271792,0.683271792,0.7526329393
왕선중학교,달성군,894,0.7822279663,2.684564,0.947023,0.093635,0.3487,0.4321,,0.9021842355,0.602671006,0.6808952427,0.7779925555
청구고등학교,동구,715,0.7816680424,1.958042,0.956099,0.395352,0.3499,0.4321,,0.6116852985,0.64886134,0.64886134,0.722108865
대구송정초등학교,동구,799,0.7806927173,3.754693,0.95011,0.799762,0.3499,0.4321,,-2.628285357,0.7656278189,0.8056279662,0.8948598686
성서고등학교,달서구,607,0.779883376,2.306425,0.966037,0.559523,0.3515,0.4321,,0.1883910387,0.6947964555,0.6947964555,0.6982853806
학남고등학교,북구,805,0.7787627703,6.832298,0.946944,0.366126,0.3493,0.4321,,0.6116852985,0.6380211991,0.6744795533,0.7646814077
대구반도체마이스터고등학교,달서구,620,0.7784125924,0,0.973726,0.693446,0.3515,0.4321,,0,0.7393867637,0.7393867637,0.7468797804
대구고등학교부설방송통신고등학교,남구,558,0.7772698368,0,0.941907,0.693446,0.3552,0.5969,보건업 복합코드,0,0.7424204675,0.7424204675,0.7273630886
경신중학교,수성구,931,0.7769954566,0.214823,0.978955,0.645965,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7286759312,0.8452640801,0.9468471836
영송여자고등학교,북구,523,0.7765339725,0,0.969718,0.385699,0.3493,0.4321,,0.6116852985,0.6538340664,0.6538340664,0.6110570174
조일고등학교,동구,449,0.7764877069,0.445434,0.961141,0,0.3499,0.4321,,0,0.65890401,0.65890401,0.5784146855
도원고등학교,달서구,553,0.7758854202,0.904159,0.970712,0.519584,0.3515,0.4321,,0.1883910387,0.6861680997,0.6861680997,0.6566116687
침산중학교,북구,753,0.774926396,3.718459,0.957323,0.31054,0.3493,0.4321,,0.5465547531,0.6331066113,0.6424094023,0.7290694551
대진고등학교,달서구,661,0.7733424191,5.748865,0.954563,0.550648,0.3515,0.4321,,0.1883910387,0.6867173424,0.6867173424,0.7251146293
안심중학교,동구,463,0.7732486384,3.887689,0.949667,0.363274,0.3499,0.4321,,0.0488997555,0.6741214116,0.6741214116,0.5953981728
대곡고등학교,달서구,739,0.7727651227,2.70636,0.964704,0.461529,0.3515,0.4321,,0.1883910387,0.6684469971,0.6706296812,0.7560784958
경명여자중학교,북구,573,0.7721714668,0.34904,0.968555,0.3282,0.3493,0.4321,,0.5465547531,0.6421394279,0.6421394279,0.6312077133
매천고등학교,북구,689,0.7715944569,6.676343,0.947464,0.372316,0.3493,0.4321,,0.6116852985,0.6395433272,0.6395433272,0.6976272211
오성중학교,수성구,897,0.7709195116,0.222965,0.978928,0.600832,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7150209923,0.8095788705,0.9088043362
원화여자고등학교,달서구,756,0.7703325849,0.26455,0.972844,0.372947,0.3515,0.4321,,0.1883910387,0.6530464138,0.6642414952,0.7510521245
심인중학교,달성군,497,0.7695155456,1.609658,0.950606,0.391305,0.3487,0.4321,,0.9021842355,0.645069992,0.645069992,0.5883545203
대구고등학교,남구,628,0.7689192694,8.598726,0.913244,0.504737,0.3552,0.5969,보건업 복합코드,0.1883910387,0.6733791001,0.6733791001,0.7149994525
정화중학교,수성구,1042,0.768896216,0.191939,0.979032,0.584547,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7103308562,0.8883484667,0.9979833043
대구제일고등학교,서구,668,0.7680032026,0.898204,0.912447,0.694998,0.3622,0.4321,,0.1883910387,0.7128383402,0.7128383402,0.7551087997
성산고등학교,달서구,541,0.7676918524,1.478743,0.968796,0.462284,0.3515,0.4321,,0.1883910387,0.6706971479,0.6706971479,0.6361443951
평리중학교,서구,470,0.7658202386,5.531915,0.897002,0.427593,0.3622,0.4321,,0.9982638889,0.652726958,0.652726958,0.5829173986
경화여자고등학교,달서구,490,0.7656230286,0.408163,0.972365,0.438932,0.3515,0.4321,,0.1883910387,0.6670034834,0.6670034834,0.6017511225
효성여자고등학교,달서구,624,0.7647189287,0.641026,0.971589,0.378378,0.3515,0.4321,,0.1883910387,0.6534857937,0.6534857937,0.6718808269
원화중학교,달서구,499,0.7645621122,0.400802,0.97239,0.301735,0.3515,0.4321,,0.4379562044,0.6398004469,0.6398004469,0.5855981169
범물중학교,수성구,477,0.7634974399,1.257862,0.975479,0.366657,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6728273104,0.6728273104,0.6028713174
능인중학교,수성구,606,0.7621938399,0.660066,0.977471,0.537853,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6965326402,0.6965326402,0.7017114764
상인고등학교,달서구,609,0.7612220046,2.627258,0.964968,0.395888,0.3515,0.4321,,0.1883910387,0.6536827146,0.6536827146,0.6630083577
덕원중학교,수성구,613,0.7609158403,0.326264,0.978584,0.520649,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6924926254,0.6924926254,0.7025889171
비슬고등학교,달성군,1067,0.7595875761,6.56045,0.934103,0.414201,0.3487,0.4321,,0.1883910387,0.641626156,0.8155199387,0.9238196739
동도중학교,수성구,1007,0.757627365,1.588878,0.974375,0.515532,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6890669679,0.84206796,0.9494138395
영신중학교,동구,631,0.7573901619,0.316957,0.961569,0.493221,0.3499,0.4321,,0.0488997555,0.6746330312,0.6746330312,0.6950932479
달성고등학교,서구,798,0.7571270548,2.506266,0.907087,0.613861,0.3622,0.4321,,0.1883910387,0.6837807697,0.7189466379,0.8095219613
대구중앙고등학교,수성구,642,0.7555557574,0.311526,0.978633,0.471187,0.3313,0.4693,기타 개인 서비스업 복합코드,0,0.6800067905,0.6800067905,0.7096459232
호산고등학교,달서구,579,0.7555372948,2.763385,0.964514,0.347654,0.3515,0.4321,,0.1883910387,0.6437717724,0.6437717724,0.6363801367
고산중학교,수성구,645,0.755088147,1.860465,0.97347,0.498011,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6840912994,0.6840912994,0.7152680221
성당중학교,달서구,508,0.75502003,3.937008,0.960602,0.273181,0.3515,0.4321,,0.4379562044,0.6289863436,0.6289863436,0.5822636581
대구상원고등학교,달서구,861,0.7546746075,8.594657,0.945077,0.364228,0.3515,0.4321,,0.1883910387,0.6368522585,0.7023570622,0.7967425013
소선여자중학교,수성구,915,0.7538170474,0.218579,0.978943,0.452162,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6756280649,0.7749040254,0.8758272536
영남중학교,달서구,798,0.7530306381,0.250627,0.97289,0.502517,0.3515,0.4321,,-0.4607307404,0.6827904507,0.7179053882,0.8073237224
화원고등학교,달성군,728,0.7525442725,4.120879,0.942235,0.419345,0.3487,0.4321,,0.1883910387,0.6469352931,0.6469352931,0.72788338
경북예술고등학교,남구,1194,0.7522093102,0.167504,0.941348,0.504032,0.3552,0.5969,보건업 복합코드,0,0.6866097927,0.9438782783,1.094453296
현풍고등학교,달성군,473,0.7520452966,0,0.955971,0.34603,0.3487,0.4321,,0,0.6609186616,0.6609186616,0.589253682
대구하이텍고등학교,달서구,470,0.7519830062,1.276596,0.96947,0.045848,0.3515,0.4321,,0,0.6384119448,0.6384119448,0.5709356429
신명고등학교,중구,550,0.7489433598,0.363636,0.976098,0.49051,0.3322,0.2302,스포츠 서비스업,0.1883910387,0.6649668488,0.6649668488,0.6180473955
대진중학교,달서구,793,0.748841222,0.75662,0.971203,0.473931,0.3515,0.4321,,-0.4607307404,0.6747484346,0.7066957074,0.7958363013
다사고등학교,달성군,483,0.7466994295,8.695652,0.926986,0.453615,0.3487,0.4321,,0.1883910387,0.6565646841,0.6565646841,0.5901401059
청구중학교,동구,547,0.746288649,1.096892,0.958969,0.419598,0.3499,0.4321,,0.0488997555,0.6556374544,0.6556374544,0.6270955411
황금중학교,수성구,765,0.7454169674,2.091503,0.9727,0.406744,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6622351675,0.6784531716,0.7687909398
서재중학교,달성군,571,0.7443070036,3.152364,0.945463,0.577888,0.3487,0.4321,,-1.320901321,0.6899235492,0.6899235492,0.6709298342
조암중학교,달서구,1105,0.743560343,0.723982,0.971312,0.420343,0.3515,0.4321,,-0.4607307404,0.6622588109,0.8622880028,0.9732693521
월암중학교,달서구,739,0.7435227899,0.270636,0.972823,0.409317,0.3515,0.4321,,-0.4607307404,0.6606157336,0.6627728462,0.748306332
새론중학교,동구,830,0.7433995288,2.409639,0.954593,0.357296,0.3499,0.4321,,0.0488997555,0.6403037893,0.6899600015,0.7819349809
강북중학교,북구,950,0.7433764933,1.263158,0.965507,0.458606,0.3493,0.4321,,-0.8176918788,0.6679754978,0.7852120137,0.8850680406
시지중학교,수성구,775,0.7427420929,1.806452,0.97365,0.368795,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6549059116,0.6762905945,0.7674677226
대건고등학교,달서구,710,0.7412860751,0.56338,0.971848,0.391538,0.3515,0.4321,,0,0.6563277293,0.6563277293,0.7264984746
경북여자고등학교,중구,708,0.7409304121,7.062147,0.95377,0.417208,0.3322,0.2302,스포츠 서비스업,0.6116852985,0.6354614362,0.6354614362,0.6825734676
월서중학교,달서구,1101,0.7407175332,2.08901,0.966762,0.421694,0.3515,0.4321,,-0.4607307404,0.6602261029,0.8574854937,0.9682185691
달성중학교,달성군,526,0.7406823151,4.752852,0.940128,0.390709,0.3487,0.4321,,0.1910219675,0.639545368,0.639545368,0.6011265169
경북기계공업고등학교,달서구,711,0.7403839559,0,0.973726,0.366498,0.3515,0.4321,,0,0.6522280939,0.6522280939,0.7231355983
상원중학교,달서구,751,0.739339825,1.864181,0.967512,0.401546,0.3515,0.4321,,-0.4607307404,0.6562018974,0.6647726976,0.7511946003
신명여자중학교,수성구,783,0.7381579788,0.510856,0.977969,0.264558,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.639331942,0.6643833161,0.756430203
경북대학교사범대학부설고등학교,중구,769,0.7373505322,0,0.97731,0.483075,0.3322,0.2302,스포츠 서비스업,0,0.6636836853,0.6821042937,0.746849571
계성고등학교,서구,823,0.7368629118,0,0.915441,0.395489,0.3622,0.4321,,0.1883910387,0.6290788569,0.6742698279,0.7674186303
사수중학교,북구,481,0.7366398202,3.326403,0.95863,0.271677,0.3493,0.4321,,0,0.6390456656,0.6390456656,0.5756552036
대구서부고등학교,서구,591,0.7365881735,5.752961,0.896265,0.57516,0.3622,0.4321,,0.1883910387,0.6667982296,0.6667982296,0.6645884893
대구동중학교,수성구,1109,0.736529732,3.967538,0.966446,0.350429,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6476007653,0.8453172439,0.9607325925
와룡고등학교,달서구,499,0.7363185109,9.619238,0.941661,0.339593,0.3515,0.4321,,0.1883910387,0.6302828687,0.6302828687,0.5780410594
구암중학교,북구,567,0.7360597673,3.174603,0.959136,0.426799,0.3493,0.4321,,-0.8176918788,0.6572996832,0.6572996832,0.6405525189
동평중학교,북구,856,0.7358824846,1.635514,0.964266,0.388575,0.3493,0.4321,,-0.8176918788,0.65160413,0.7159666604,0.8095085576
학남중학교,북구,768,0.7344427605,3.125,0.959301,0.408584,0.3493,0.4321,,-0.8176918788,0.6533206623,0.670920321,0.7583241111
대곡중학교,달서구,524,0.7343752503,3.053435,0.963547,0.374581,0.3515,0.4321,,-0.4607307404,0.648533893,0.648533893,0.6075240163
대건중학교,달서구,635,0.7332061453,0.314961,0.972676,0.277469,0.3515,0.4321,,-0.4607307404,0.6360975361,0.6360975361,0.6627787623
대구동부중학교,수성구,718,0.7329777698,5.153203,0.962494,0.33816,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6432431399,0.6432431399,0.7215888971
강동중학교,동구,921,0.7327061105,1.520087,0.957559,0.071964,0.3499,0.4321,,0.0488997555,0.6075404369,0.6997873931,0.7988073122
효성중학교,달서구,655,0.7319269332,0.305344,0.972708,0.256041,0.3515,0.4321,,-0.4607307404,0.6329618041,0.6329618041,0.671679264
도원중학교,달서구,610,0.731182733,2.295082,0.966075,0.312416,0.3515,0.4321,,-0.4607307404,0.6382444915,0.6382444915,0.6499472275
매천중학교,북구,631,0.7311728131,2.852615,0.960209,0.364633,0.3493,0.4321,,-0.8176918788,0.6446267346,0.6446267346,0.6678911502
대구보건고등학교,달서구,757,0.7309458667,0.528402,0.971964,0.247561,0.3515,0.4321,,0,0.6313790954,0.6427181485,0.7299308844
영남공업고등학교,수성구,784,0.7302448877,0.510204,0.977971,0.016173,0.3313,0.4693,기타 개인 서비스업 복합코드,0,0.6199527579,0.6447508682,0.7373106246
중리중학교,서구,539,0.728961496,4.45269,0.900599,0.228126,0.3622,0.4321,,0.9982638889,0.5914193928,0.5914193928,0.5705422326
율원중학교,동구,733,0.7276073911,2.18281,0.955349,0.076459,0.3499,0.4321,,0.0488997555,0.6065140185,0.6065140185,0.691373361
대구제일여자상업고등학교,달서구,537,0.7254243637,0,0.973726,0.052473,0.3515,0.4321,,0,0.6159163154,0.6159163154,0.5884359402
상서고등학교,달서구,944,0.7240445474,0.635593,0.971607,0.055856,0.3515,0.4321,,0,0.6148482889,0.7197489357,0.8204087372
학산중학교,달서구,558,0.7233239231,4.301075,0.959389,0.260078,0.3515,0.4321,,-0.4607307404,0.6263889653,0.6263889653,0.6092532262
경북여자상업고등학교,남구,495,0.7231771662,0.40404,0.94056,0.038669,0.3552,0.5969,보건업 복합코드,0,0.6184823678,0.6184823678,0.5879213465
경상공업고등학교,남구,642,0.723004972,0.623053,0.93983,0.064181,0.3552,0.5969,보건업 복합코드,0,0.6188363014,0.6188363014,0.6759706784
구지중학교,달성군,602,0.7196088982,1.993355,0.949327,0.308309,0.3487,0.4321,,-1.661129568,0.6284440964,0.6284440964,0.6363581944
대구관광고등학교,동구,552,0.7175552673,0,0.962626,0.01505,0.3499,0.4321,,0,0.6089149566,0.6089149566,0.5910492192
경북대학교사범대학부설중학교,중구,528,0.7156136347,0,0.97731,0.209437,0.3322,0.2302,스포츠 서비스업,0,0.6116795522,0.6116795522,0.5599634921
대구공업고등학교,동구,950,0.7125779532,2.315789,0.954906,0.0439,0.3499,0.4321,,0,0.6051375882,0.7113454097,0.8124641731
경북공업고등학교,중구,709,0.7092858709,0.564175,0.97543,0.027906,0.3322,0.2302,스포츠 서비스업,0,0.5981531429,0.5981531429,0.6461237024
서동중학교,달성군,716,0.7074238348,2.793296,0.94666,0.076768,0.3487,0.4321,,-1.320901321,0.6016359227,0.6016359227,0.6769375763
대구과학기술고등학교,서구,691,0.6716889173,6.946454,0.892287,0.023843,0.3622,0.4321,,0,0.5714415895,0.5714415895,0.6361534463
대구율금초등학교,동구,615,0.4325178243,3.252033,,1,0.3499,,,-8.130081301,0.6069303926,0.6069303926,0.5972908222
